diary_name,strain,strains_company,light_watt,nutrients,indoor,watering,soil,germination,grow_techniques,grow_room_size,weeks_to_harvest,num_of_plants,bud_dry_weight,bud_wet_weight
Northern Light first grow,Northern Light Automatic,Royal Queen Seeds,150 watt,"BioBizz,RQS Organic Nutrients,",True,Manual,"Soil Grow Medium,",Directly In Substrate,"Defoliation,",10.76,16,1,1.06,1.06
Bruce Banner #3 Auto-flowering x4 plants,Bruce Banner Auto,Original Sensible Seeds,360 watt,,True,Manual,"Gorilla Grow Tent GGT 3x3,Soil Grow Medium,",,"Topping,LST,Defoliation,",9.84,7,4,,
Mr Nice G13 X Hash Plant,Mr. Nice G13 X Hash Plant,Sensi Seeds,64 watt,"BioBizz,Atami,Advanced Nutrients,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,Expanded Clay Grow Medium,",Paper Towel,,2.15,15,2,,0.71
Gelato Auto x Afghan #1,Gelato Auto X Afgfhan #1,Custom Breeder & Strain,200 watt,"Xtreme Gardening,BuildASoil,Element Nutrients,",True,Manual,"Soil Grow Medium,",,"Defoliation,",Custom,13,1,,1
Cherry Gar-see-ya *Ethos*,Cherry Gar-see-ya R1,ETHOS Genetics,150 watt,"General Hydroponics (GHE),",True,Manual,"Fox Farm Ocean Forest Grow Medium,",Glass Of Water,"Topping,Defoliation,Popped and twisted,",9.84,18,1,1.2,9.74
#17 FB Bruce Banner ft Marshydro,Bruce Banner Auto,Fast Buds,1300 watt,,True,Manual,"Coco Coir Grow Medium,",Glass Of Water,"Defoliation,LST,",,12,5,,
Gorilas fim de flora,Cola Gorila,Custom Breeder & Strain,,,True,Manual,,,,,10,,,
Sister Amnesia Lemon with New LED's,Amnesia Lemon,Barney'S Farm,960 watt,"Advanced Nutrients,Green Planet Nutrients,Botanicare,Innovating Plant Products,Growth Science,",True,Hydroponics,"Expanded Clay Grow Medium,Perlite Grow Medium,Vermiculite Grow Medium,",,"Main-Lining,LST,Defoliation,",19.69,14,2,8.91,75.42
Californian snow,Californian Snow Auto,Fast Buds,270 watt,"Canna,Advanced Nutrients,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",Paper Towel,"LST,",10.76,12,1,2.5,24.69
Mango isles round 2,Mango Isle,Night Owl Seeds,240 watt,"Greenleaf Nutrients,Botanicare,",True,Manual,"Coco Coir Grow Medium,",,"Defoliation,LST,",29.53,9,1,,2.82
Red Poison Auto [Sweet seeds]Bio Bizz,Red Poison Auto®,Sweet Seeds,600 watt,"BioBizz,Advanced Hydroponics of Holland,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",Glass Of Water,"Defoliation,",43.06,10,1,,
Cream Caramel,Cream Caramel Auto®,Sweet Seeds,600 watt,,True,Manual,"Soil Grow Medium,",,,,9,1,,
Cbd+++,Cannatonic,Resin Seeds,"LED / 150W XS1500,","Advanced Nutrients,",True,Manual,,,"FIMing,Defoliation,",,12,1,,1.5
Red Hot Cookies,Red Hot Cookies,Sweet Seeds,"LED / 250W (×3) Custom,","Canna,Cannaboom,",True,Manual,"Soil Grow Medium,",,"Topping,SoG,",,10,1,,1.06
Limoncello Haze Auto,Limoncello Haze Auto,Amsterdam Marijuana Seeds AMS,240 watt,"Canna,",True,Hydroponics,"Mineral Wool Grow Medium,",Directly In Substrate,,1076.39,7,1,,23.28
Indoor II,Matabi,Custom Breeder & Strain,390 watt,"Grotek,",True,Manual,"Soil Grow Medium,",Paper Towel,"Defoliation,",10.76,15,1,0.99,1.76
Peach Quake,Growcast Seed Co - Peach Quake,Custom Breeder & Strain,300 watt,"Mammoth Microbes,Microbe Life Hydro,South Cascade Organics,",True,Manual,"Gorilla Grow Tent GGT 2x4,Soil Grow Medium,",Directly In Substrate,"Main-Lining,Topping,LST,",8,17,1,0.88,4.02
420 Fast Buds/Mephisto Autos,Mimosa Cake Auto,Fast Buds,300 watt,"Canna,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",Paper Towel,"HST,Defoliation,LST,",,12,1,1.66,
Auto NYC Diesel,Auto NYC Diesel,Linda Seeds,1000 watt,"Advanced Nutrients,",True,Manual,"Coco Coir Grow Medium,",,,,12,1,,
"WEDDING CAKE AUTO, Barney´s Farm",Wedding Cake Auto,Barney'S Farm,475 watt,"Top Crop,Advanced Nutrients,",True,Manual,"Coco Coir Grow Medium,",Other,"sin tecnica,",21.53,11,2,,3.53
MANDARIN PUNCH sensi seeds,Mandarin Punch Feminized,Sensi Seeds,475 watt,"Top Crop,Advanced Nutrients,",True,Manual,"Coco Coir Grow Medium,",Other,"sin tecnica,",21.53,12,7,,11.99
Mimosa party,Mimosa Lemon Auto,Expert Seeds,"LED / 200W PhytoMAX-2 200,LED / 200W PhytoMAX-2 200,","Humboldts Secret,Fish Head Farms,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",Directly In Substrate,"LST,ScrOG,",,FLOWERING,,,
Organic Wedding cheesecake autos,Wedding Cheesecake Auto,Fast Buds,450 watt,"BioBizz,Ecothrive,Guanokalong,",True,Manual,"Soil Grow Medium,Coco Coir Grow Medium,",,"HST,Defoliation,LST,",,14,2,,5
Tree Toppers,CBD Angel,Divine Seeds,420 watt,"Dutch Science Nutrients,StepWell Soil Inc,Divine Grow,TNB Naturals,",True,Manual,"Soil Grow Medium,",,"Defoliation,",13.12,9,1,,1
Slurricane Indoor,Slurricane,In House Genetics,200 watt,"Gaia Green,Advanced Nutrients,Fox Farm,Nortembio,",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,Worm castings Grow Medium,Kelp meal Grow Medium,Gia green slow release bloom Grow Medium,Gia green slow release all purpose Grow Medium,",,"LST,",52.49,18,1,,7
Green Gelato Auto,Green Gelato Automatic,Royal Queen Seeds,150 watt,"Canna,General Hydroponics (GHE),",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",Paper Towel,"Defoliation,LST,",8.61,17,1,7.05,62.96
First plant,Auto Banana Blaze,Dutch Passion,400 watt,"PLAGRON.,Hesi,",True,Manual,"Plagron lightmix Grow Medium,",Rockwool Cube,"Defoliation,LST,FIMing,ScrOG,",10.76,16,1,4.23,45.86
Viparspectra p2000 strawberry cheescake,Strawberry Cheesecake Auto,Seedsman,200 watt,,True,Manual,,,,Mammoth Tents,9,1,,
*1st* (Clone on Living Soil),Garlic Storm,In House Genetics,615 watt,,True,Manual,"Living Soil Grow Medium,Soil Grow Medium,Coco Coir Grow Medium,Worm Humus Grow Medium,Flo Organics Grow Medium,",Glass Of Water,"Defoliation,",21.53,17,8,,
Cremé de la Chem DWC,Creme de la Chem,Mephisto Genetics,2100 watt,"Plant Success (Plant Revolution),General Hydroponics (GHE),",True,Hydroponics,"AC Infinity Cloudlab 844 Advance Grow Tent 4x4 (48"" X 48"" X 80""),Expanded Clay Grow Medium,Mineral Wool Grow Medium,",Rockwool Cube,"LST,Defoliation,",13.12,13,1,5.68,22.72
"DOS si dos33 x3, biscotti mintz x3",Dos Si Dos 33,Barney'S Farm,150 watt,,True,Manual,"Soil Grow Medium,",,"LST,Defoliation,",Custom,14,3,,8.82
Gelato Quebecoise (GelatoxNLT),Auto Northern Lights,Quebec Cannabis Seeds QCS,2000 watt,"PRO-MIX,Advanced Nutrients,PlantiMatter,",True,Manual,"Soil Grow Medium,",Paper Towel,"FIMing,LST,Defoliation,",22.97,13,1,2.54,
FastBuds FBT2208 test,FBT2208,Fast Buds,150 watt,"NPK Industries,General Hydroponics (GHE),",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",Paper Towel,"LST,Defoliation,",13.12,12,1,3.41,
Grand Daddy Purple,Grand Daddy Purple,ILGM,"LED / 300W HLG 300 V2 Rspec,","Coast of Maine,CX-Horticulture,",True,Manual,"Coast Of Maine Grow Medium,",Paper Towel,"Main-Lining,Defoliation,Topping,LST,",,13,1,0.71,0.95
Critical Hog,Critical Hog,T.H.Seeds,450 watt,"Fox Farm,",True,Manual,"Soil Grow Medium,",Peat Pellet,"Defoliation,HST,Topping,LST,ScrOG,",13.12,13,1,,
Bluenut Butter - Blueberry x PBB,Bluenut Butter,Custom Breeder & Strain,"LED / 200W PB2000 Pro,","General Hydroponics (GHE),Dr. Earth,",True,Manual,"Coco Coir Grow Medium,Other Grow Medium,Perlite Grow Medium,",Glass Of Water,"Topping,",Custom,FLOWERING,,,
Peach Tree,Peach tree,Custom Breeder & Strain,600 watt,"Canna,Dutchpro USA,",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,Worm castings Grow Medium,",Paper Towel,"LST,Defoliation,",269.1,10,1,,2.12
Fastbuds Wedding Glue,Wedding Glue Auto,Fast Buds,600 watt,,True,Hydroponics,"Water Grow Medium,",Glass Of Water,,,14,,,
Red Kush,Red Kush Auto,BSF Seeds,,,True,Hydroponics,"Other Grow Medium,",,,,12,1,,2.82
Northern lights,Northern Light Automatic,Royal Queen Seeds,150 watt,"Madame Grow,BioBizz,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",,"LST,Defoliation,",Custom,9,1,0.42,1.76
Cake Mix,Cake Mix,Custom Breeder & Strain,600 watt,"Real Growers,General Hydroponics (GHE),Mammoth Microbes,",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",,"Topping,HST,LST,Defoliation,",,13,1,,
Blueberry,Blueberry,Seedsman,600 watt,"Real Growers,General Hydroponics (GHE),Mammoth Microbes,",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",,"Defoliation,LST,Topping,HST,",,16,1,,
Divine Seeds - Mars Hydro FC8000,Auto Black Opium,Divine Seeds,800 watt,"Green Buzz Nutrients,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,Leca Grow Medium,",Paper Towel,"Defoliation,",5.38,14,1,4.3,
Bochi Boom,Bochi Auto,Caucasian Seeds,240 watt,"General Hydroponics (GHE),",True,Manual,"Soil Grow Medium,Perlite Grow Medium,Coco Coir Grow Medium,",,"12-12 From Seed,Defoliation,",53.82,14,1,2.65,6.35
Thriller,Sweet Zombie,Expert Seeds,150 watt,"Plant Success (Plant Revolution),Top Crop,BioBizz,Hesi,PLAGRON.,",True,Manual,"Top Crop Complete Mix Grow Medium,",Paper Towel,"Leaf Tucking,Defoliation,LST,Pony Tail,",6.89,15,1,1.3,
Pretty Fly For a White Guy,OG Double Bubble,Zamnesia Seeds,150 watt,"Plant Success (Plant Revolution),Top Crop,BioBizz,Hesi,PLAGRON.,",True,Manual,"Top Crop Complete Mix Grow Medium,",Paper Towel,"Defoliation,LST,Topping,Leaf Tucking,Topping,",6.89,15,1,1.16,
Day 'n' Nite Crookers,Ice Cool CBD®,Sweet Seeds,150 watt,"Plant Success (Plant Revolution),Top Crop,PLAGRON.,Guanokalong,",True,Manual,"Plagron Royal Mix Grow Medium,Plagron Mega Worm Grow Medium,Guanokalong Bat Guano Grow Medium,",Paper Towel,"Defoliation,Leaf Tucking,",6.89,15,1,,
ARAFA ( apex ),Arafa,Apex Seeds,465 watt,"Advanced Nutrients,",True,Manual,"Coco Coir Grow Medium,",,"sin tecnica,",21.53,12,4,,5.29
MIMOSA EVO Barney´s Farm,Mimosa Evo,Barney'S Farm,465 watt,"Advanced Nutrients,",True,Manual,"Coco Coir Grow Medium,",Glass Of Water,"12-12 From Seed,sin tecnica,",21.53,12,8,,14.11
PCG NYC Piff #3 and Grandi Guava,NYC Piff #3,Purple City Genetics,350 watt,"Mills Nutrients,Fox Farm,Botanicare,Terpinator,",True,Drip,"Coco Coir Grow Medium,Perlite Grow Medium,Other Grow Medium,",,"Topping,Defoliation,LST,",8,16,3,8.8,8.8
Gorilla Glue,Gorilla Glue Auto,Fast Buds,480 watt,"Advanced Nutrients,Hesi,Plant Success (Plant Revolution),",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",Paper Towel,"Lolipoping,LST,Topping,Main-Lining,ScrOG,Defoliation,Manifold,",Custom,16,1,14.82,14.82
"Indoor tent autos, Miracle-gro",Northern Lights Auto,Seedsman,600 watt,"General Hydroponics (GHE),",True,Manual,"Soil Grow Medium,",,"Topping,LST,Defoliation,",4,21,1,,1.34
Round 1 my first grow indoors.,Orange Sherbet Auto,Fast Buds,600 watt,"Bloom City Organics,Fox Farm,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,pete moss Grow Medium,earthworm castings Grow Medium,",,"Topping,LST,Defoliation,ScrOG,",6.56,12,1,,0.05
FastBuds FBT2205 test,Amnesia Zkittlez Auto,Fast Buds,150 watt,"NPK Industries,General Hydroponics (GHE),",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",Paper Towel,"LST,Defoliation,",4,12,1,5.26,
Runtz bonsai,Runtz,MSNL,"LED / 125W Migro 100+,",,True,Manual,"Coco Coir Grow Medium,",,,,18,,,
grow log 2,Sour gorilla,Custom Breeder & Strain,980 watt,"Element Nutrients,Real Growers,",True,Manual,"Perlite Grow Medium,Soil Grow Medium,",,"Defoliation,Topping,My. Try lts,LST,",Custom,20,2,,
"Auto Kabul, Divine Seeds",Auto Kabul,Divine Seeds,200 watt,"Divine Grow,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,Vermiculite Grow Medium,",Paper Towel,"Defoliation,",5.38,12,1,7.76,14.82
Quick One from RQS - First Grow,Quick One,Royal Queen Seeds,200 watt,"BioBizz,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,Coco Coir Grow Medium,",Paper Towel,"Topping,LST,Defoliation,ScrOG,",10.76,8,3,,
"RQS""mimosa automatic"" by daffie",Mimosa Automatic,Royal Queen Seeds,"LED / 200W SF-2000,","RQS Organic Nutrients,BioBizz,",True,Manual,"Soil Grow Medium,",,,Custom,11,2,3.42,3.42
RQS HulkBerry Auto,Hulkberry Automatic,Royal Queen Seeds,360 watt,"PLAGRON.,",True,Manual,"Other Grow Medium,Perlite Grow Medium,",Glass Of Water,"LST,Defoliation,",7.75,7,2,1.8,12.49
#Buddha Purple Kush,Buddha Purple Kush,Buddha Seeds,1000 watt,"Advanced Nutrients,",True,Manual,"Soil Grow Medium,",,,,9,,,
Black Cream Auto - Black,Black Cream Auto®,Sweet Seeds,"LED / 100W SF-1000,","Blue Planet Nutrients,General Hydroponics (GHE),Botanicare,Fish Head Farms,Real Growers,",True,Manual,"CoolGrows GT 48x24x60,Coco Coir Grow Medium,Perlite Grow Medium,",Directly In Substrate,"LST,",6.56,9,4,1.41,6.35
Under the Viparspectra Super Lemon Haze,Super Lemon Haze,Canuk Seeds,240 watt,"Dutch Science Nutrients,Plant Success (Plant Revolution),",True,Manual,"Soil Grow Medium,Pro-mix hp Grow Medium,worm castings Grow Medium,",Other,"Main-Lining,LST,Defoliation,",8,16,1,,14.71
1º Indoor Auto try,Blue Cheese auto,Custom Breeder & Strain,100 watt,"PLAGRON.,Top Crop,",True,Manual,"Perlite Grow Medium,Top Crop Light Mix Grow Medium,",Paper Towel,"Training,Topping,Defoliation,HST,LST,Bending,",,11,1,,
Ethos 10th planet scrog,10th Planet,ETHOS Genetics,200 watt,"Advanced Nutrients,General Hydroponics (GHE),",True,Hydroponics,"CoolGrows GT 48x24x60,Mineral Wool Grow Medium,",,"Topping,ScrOG,LST,Defoliation,",26.25,12,2,,3.53
Purple-Myst,Purple-Myst,Custom Breeder & Strain,600 watt,,True,Manual,"Gorilla Grow Tent GGT 5x5,Soil Grow Medium,",,,1312.32,10,12,,
Mimosa cake auto fastbut,Mimosa Cake Auto,Fast Buds,480 watt,"Bio Tabs,",True,Manual,"Soil Grow Medium,",Glass Of Water,,10.76,10,1,0.78,2.47
Canuk Cookies from Holiday puk!,Canuk Cookies,Canuk Seeds,250 watt,,True,Manual,"Terreau Miracle Grow Medium,Soil Grow Medium,",,"LST,Defoliation,",,16,1,4.5,4.5
1kg splitter,33 splitter,Custom Breeder & Strain,600 watt,"Canna,",True,Manual,"Soil Grow Medium,",,"ScrOG,Defoliation,LST,Topping,",48.44,17,3,57.5,299
Blue Dream Auto,Blue Dream Auto,Fast Buds,1000 watt,"PLAGRON.,Advanced Nutrients,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",Peat Pellet,,8.61,12,1,,2.47
Repeat Culture Session - Psicodelicio,Psicodelicia®,Sweet Seeds,240 watt,"Canna,Advanced Nutrients,",True,Manual,"Soil Grow Medium,",Paper Towel,"LST,Defoliation,Trasplante,",430.56,10,1,1.59,7.94
LA Peyote Kush - Mars FC-4800 LED,LA Peyote Kush,Seedsman,480 watt,,True,Manual,,,"LST,",,13,,,
Banana Daddy auto,Banana Daddy Auto R BX2,ETHOS Genetics,510 watt,,True,Manual,"Soil Grow Medium,Coco Coir Grow Medium,Perlite Grow Medium,",,"Defoliation,",13.12,9,,,
Grow Nation 2022 Season 3 Legacy Grow.,Passion Fruit Punch,Humboldt Seed Organization,850 watt,"Emerald Harvest,Fish Head Farms,Remo Nutrients,General Hydroponics (GHE),",True,Manual,"soil Grow Medium,",Glass Of Water,"SoG,LST,Defoliation,",Custom,15,2,,5
Cbd lemon potion,CBD Lemon Potion Auto,Barney'S Farm,300 watt,,True,Manual,,,,,10,1,,
Lemon skunk ghs,Lemon Skunk,Green House Seed Co.,480 watt,"Advanced Nutrients,Grotek,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,Hidroton Grow Medium,",,"Defoliation,",31,14,3,11.46,
Choloc tímido 18,Las Vegas Triangle Kush Feminized (LVTK),Cannaventure Seeds,,,True,Manual,,,,,1,,,
Wedding Cheescake Fast Buds,Wedding Cheesecake Auto,Fast Buds,95 watt,"Hesi,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",Directly In Substrate,"Defoliation,",5.38,13,1,2.05,
Afgoo and Mac Bag seed run.,Afgooey,Strain Hunters,,"Advanced Nutrients,",True,Manual,"Mix Grow Medium,",,"Topping,",,10,,,
3girls-1pot,Northern Light Automatic,Royal Queen Seeds,310 watt,"BioBizz,",True,Manual,"Soil Grow Medium,",Paper Towel,"LST,",5.92,12,1,1.76,5.29
Forum Stomper,Forum Stomper,Mephisto Genetics,250 watt,"Coast of Maine,",True,Manual,"Soil Grow Medium,",Paper Towel,"LST,Leaf tucking,Defoliation,",19.69,11,1,,
!!!2 more 33 for me!!!,Dos Si Dos 33,Barney'S Farm,250 watt,"Fox Farm,Botanicare,Humboldts Secret,Bloom City Organics,",True,Manual,"Soil Grow Medium,",,"HST,Topping,LST,Defoliation,",19.69,10,2,,4.3
Maui Wowie Auto by Beaver Seed Co.,Beaver Seeds - Maui Wowie,Custom Breeder & Strain,300 watt,"Bloom City Organics,Advanced Nutrients,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",Glass Of Water,"LST,Defoliation,",52.49,9,1,,2.47
WalkerBerry OG (F1),WalkerBerry OG (F1),Custom Breeder & Strain,650 watt,"Botanicare,General Hydroponics (GHE),",True,Manual,"Perlite Grow Medium,Coco Coir Grow Medium,",Paper Towel,"SoG,Defoliation,",86.12,11,6,,20
Dark Devil x2,Dark Devil Auto®,Sweet Seeds,300 watt,"General Hydroponics (GHE),Purpinator,",True,Hydroponics,"Expanded Clay Grow Medium,",Paper Towel,,269.1,11,1,,7.05
RQS Northern Lights Auto / Viparspectra,Northern Light Automatic,Royal Queen Seeds,"LED / 200W P2000,","BioBizz,Green House Feeding,Advanced Nutrients,Botanicare,",True,Drip,"Coco Coir Grow Medium,Perlite Grow Medium,",Glass Of Water,"LST,Defoliation,",5.38,12,1,,4.23
Atlas Seeds Tricross / Sensi Skunk Auto,Super Skunk Automatic,Sensi Seeds,1000 watt,"Fox Farm,Dr. Earth,Bloom City Organics,General Hydroponics (GHE),True Plant Science (TPS),",True,Manual,"Soil Grow Medium,",Directly In Substrate,"Defoliation,FIMing,Topping,LST,",,10,1,,
Zkittles Auto,Zkittles Auto (Fair Seeds) US Special,Custom Breeder & Strain,250 watt,"PLAGRON.,Atami,",True,Manual,"Coco Coir Grow Medium,Soil Grow Medium,Perlite Grow Medium,",Directly In Substrate,"FIMing,ScrOG,Defoliation,",6.89,12,1,2.01,14.11
Trizzlers,Trizzlers Auto,Twenty20,600 watt,"Dutchpro USA,",True,Manual,"AC Infinity Cloudlab 844 Advance Grow Tent 4x4 (48"" X 48"" X 80""),Coco Coir Grow Medium,Soil Grow Medium,",,"LST,Defoliation,",13.12,6,1,11,1157.2
Do Si Dos,Dos Si Dos Auto,Barney'S Farm,400 watt,"Dutchpro USA,Botanicare,",True,,"Soil Grow Medium,Coco Coir Grow Medium,",Paper Towel,"LST,Defoliation,",Custom,8,1,8.6,25
Ed Rosenthal Regular,Ed Rosenthal Super Bud,Sensi Seeds,,"BioBizz,Canna,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,Vermiculite Grow Medium,Expanded Clay Grow Medium,Coco Coir Grow Medium,",Peat Pellet,"Topping,LST,Defoliation,",,21,1,7.94,42.33
Gorilla Glue 4 - Fem / 1rst Grow life,Gorilla Glue #4,Custom Breeder & Strain,150 watt,"BIOCANNA,Canna,BioBizz,",True,Manual,"Soil Grow Medium,",Paper Towel,"LST,",6.46,18,2,4.23,18.8
ILGM - Mars Hydro FC8000,Gold Leaf Autoflower,ILGM,800 watt,"Green Buzz Nutrients,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,Leca Grow Medium,",Paper Towel,"Defoliation,",5.38,14,1,2.96,
Dr.Seeds sunset sherbert,Sunset Sherbet,Dr. Seeds,100 watt,"Diablo Nutrients,Dakine 420,",True,Manual,"Soil Grow Medium,",Directly In Substrate,"Topping,LST,Defoliation,",6.56,17,1,2.5,3
Wedding cake,Wedding cake,Custom Breeder & Strain,,,True,Manual,"Perlite Grow Medium,Coco Coir Grow Medium,Vermiculite Grow Medium,",Directly In Substrate,"LST,Defoliation,",,15,1,1.06,1.06
Skunk Auto&Durban Poison,Extreme seeds Tr,Custom Breeder & Strain,,"Advanced Nutrients,Xtreme Gardening,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",Directly In Substrate,,,FLOWERING,,,
First Grow! Learning to garden.,Auto Durban Poison,Custom Breeder & Strain,,,True,Manual,"Perlite Grow Medium,Vermiculite Grow Medium,Coco Coir Grow Medium,Neem Powder Grow Medium,Peat Grow Medium,Earthworm Humus Grow Medium,Chicken Guano Grow Medium,Bone Meal Grow Medium,Castor Bean Pie Grow Medium,Bokashi Grow Medium,",Glass Of Water,"LST,",,13,1,,0.35
Amnesia Lemon Feminized,Amnesia Lemon Feminized,Pev Seeds,300 watt,"Green House Feeding,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,Vermiculite Grow Medium,",Paper Towel,"ScrOG,LST,Topping,Main-Lining,Defoliation,",3.88,17,1,1.66,9.28
Banana Kush Cake Auto - Sensi Seeds,Banana Kush Cake Automatic,Sensi Seeds,600 watt,"Advanced Nutrients,",True,Manual,"Coco Coir Grow Medium,",Paper Towel,"LST,SoG,lollypopping,ScrOG,Defoliation,",10.76,10,1,,0.71
Free Mix Auto #2,Free Mix Auto,Seedstockers,100 watt,"Jungle indabox,Advanced Hydroponics of Holland,",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",Rockwool Cube,"LST,Defoliation,",3.88,12,1,1.31,7.94
Psicodelicia,Psicodelicia®,Sweet Seeds,300 watt,"Green House Feeding,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",Paper Towel,"ScrOG,HST,LST,Defoliation,Main-Lining,Topping,",3.88,17,1,2.05,12.8
Tropicanna Poison F1 & blueberry,Tropicanna Poison F1 Fast Version,Sweet Seeds,600 watt,,True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",Glass Of Water,"Topping,Defoliation,ScrOG,",,13,,,
CandyMan,Candyman kre8 Genetics,Custom Breeder & Strain,265 watt,"Monkey Nutrients,",True,Manual,,Glass Of Water,"LST,Defoliation,Topping,",10.76,14,3,8.25,15
Carai_grow,Veneno,Eva Seeds,720 watt,,True,Manual,"Soil Grow Medium,",,"LST,",10.76,18,1,4.02,4.02
Im turning Green,Bruce Banner #3,Blimburn Seeds,345 watt,"General Hydroponics (GHE),Emerald Harvest,Diablo Nutrients,Green Planet Nutrients,",True,Hydroponics,"Expanded Clay Grow Medium,",,"Defoliation,Main-Lining,LST,",16,19,1,,
Eddy,Fast Eddy Automatic CBD,Royal Queen Seeds,35 watt,"BioBizz,",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",Paper Towel,"LST,",387.5,9,1,1.13,5.06
Monster Cropping BlueHeadBangXGorilaGlue,Blueheadbang x Gorilla Glue,Custom Breeder & Strain,,"Namaste Nutrientes,CannaBioGen,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,Vermiculite Grow Medium,",,"SoG,LST,HST,Defoliation,FIMing,",,26,1,,28.22
Sweet Seeds - Mars Hydro FC8000,Black Cream Auto®,Sweet Seeds,800 watt,"Green Buzz Nutrients,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,Leca Grow Medium,",Paper Towel,"Defoliation,",5.38,13,1,3.56,
12.1# 90x60x90 FC-E4800 Scrog Multivar M,Wappa,Paradise Seeds,"LED / 480W FC-E 4800,LED / 480W FC-E 4800,","PLAGRON.,",True,Manual,"Super light mix Biotechnologie Grow Medium,Perlite Grow Medium,Coco Coir Grow Medium,",Paper Towel,"LST,Defoliation,ScrOG,",,FLOWERING,,,
Ochopintre Auto - Caucasian Seeds,Ochopintre Auto,Caucasian Seeds,150 watt,"General Hydroponics (GHE),",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",Paper Towel,"LST,",,8,1,,3.17
Strawberry Pie 2nd try),Strawberry Pie Auto,Fast Buds,260 watt,"Advanced Nutrients,Plant Success (Plant Revolution),General Hydroponics (GHE),",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",Directly In Substrate,"Defoliation,",9.69,10,1,6,38.8
OG Kush,CSC,Custom Breeder & Strain,250 watt,"Fox Farm,",True,Manual,"Soil Grow Medium,",,"Spreading w/wire,LST,Topping,Defoliation,",16,15,3,,14.11
Klon Big Daddy's x MK Ultra,Big Daddy's x MK Ultra,Custom Breeder & Strain,"LED / 0W SE3000,LED / 0W SF1000D,LED / 0W SE3000,LED / 0W SF1000D,","BioBizz,Canna,Vitalink,",True,Manual,"Soil Grow Medium,",,"LST,Defoliation,",,13,,,
Sweet Valley Kush 1 (Clone),Sweet Valley Kush,Green House Seed Co.,200 watt,"Lotus Nutrients,Botanicare,General Hydroponics (GHE),Fish Head Farms,South Cascade Organics,",True,Hydroponics,,,"LST,Defoliation,",Custom,21,1,,
2nd Auto Grow,Orange Sherbet Auto,Fast Buds,400 watt,"Ecothrive,Living Soils,",True,Drip,"Living soil Grow Medium,",Paper Towel,"Removed Top Buds,LST,Defoliation,",10.76,13,2,5,
Tropicanna *In hopes of colors*,Tropicanna Poison F1 Fast Version,Sweet Seeds,100 watt,"General Hydroponics (GHE),",True,Manual,"Soil Grow Medium,Perlite Grow Medium,Coco Coir Grow Medium,Vermiculite Grow Medium,",Paper Towel,"Topping,",,19,1,3.17,
ZZ Germany Sweet,Sweet ZZ Automatic,Royal Queen Seeds,"LED / 0W Q1W Gen2,LED / 0W Q1W Gen2,","RQS Organic Nutrients,",True,Manual,"Soil Grow Medium,",Glass Of Water,"Defoliation,",,8,1,,3.7
Maravillosa kannabia,Afrodite,Kannabia Seed Company,600 watt,,True,Manual,"Coco Coir Grow Medium,Other Grow Medium,",,,,8,,,
La Peyote Kush,LA Peyote Kush,Seedsman,400 watt,"Fox Farm,Advanced Nutrients,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,Coco Coir Grow Medium,",,"Living soil,Living soil-Worms,LST,HST,Topping,Living soil Red wigglers,",,15,1,,8.82
Purple Haze Auto Original sensible seeds,Purple Haze Auto,Original Sensible Seeds,200 watt,"Real Growers,Down To Earth,Element Nutrients,",True,Manual,"Coco Coir Grow Medium,",,"LST,",,11,1,3.53,3.53
